Shape, Mass, Dimensions
Box,4.0,0.3,0.1,0.1
Box,3.45,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,3.0,0.3,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,20.0,0.4,0.2,0.2
Box,3.39,0.3,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,2.5,0.3,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,3.0,0.3,0.1,0.1
Box,3.4,0.3,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,2.98,0.3,0.1,0.1
Box,2.2,0.3,0.1,0.1
Box,5.07,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,3.5,0.3,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,3.0,0.3,0.1,0.1
Box,20.0,0.3,0.2,0.2
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.4,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,200.0,1.5,0.5,0.5
Box,32.0,1.5,1.0,1.0
Box,4.0,0.3,0.1,0.1
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,10.0,0.3,0.2,0.2
Box,200.0,1.2,0.8,0.8
Box,24.0,0.4,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,20.0,0.4,0.4,0.4
Box,20.0,0.4,0.4,0.4
Box,8.8,0.3,0.2,0.2
Box,140.0,1.0,0.6,0.6
Box,220.0,0.4,0.4,0.4
Box,250.0,0.9,0.5,0.5
Box,10.0,0.3,0.2,0.2
Box,20.0,0.4,0.4,0.4
Box,3.0,0.3,0.1,0.1
Box,43.0,0.5,0.5,0.5
Box,220.0,0.4,0.4,0.4
Box,70.0,0.7,0.4,0.4
Box,4.0,0.3,0.1,0.1
Box,11.5,0.3,0.2,0.2
Box,80.0,0.2,2.0,2.0
Box,10.0,0.3,0.2,0.2
Box,4.5,0.3,0.1,0.1
Box,4.5,0.3,0.1,0.1
Box,0.5,0.03,0.1,0.1
Box,0.5,0.03,0.1,0.1
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,50.0,1.5,1.0,1.0
Box,4.5,0.3,0.1,0.1
Box,4.5,0.3,0.1,0.1
Cyl,1490.0,8.2,8.2
Box,5.0,0.3,0.1,0.1
Box,32.0,0.5,0.5,0.5
Box,65.0,0.4,0.2,0.2
Box,50.0,0.4,0.4,0.4
Box,50.0,0.4,0.4,0.4
Box,70.0,0.8,0.5,0.5
Box,5.0,0.3,0.2,0.2
Box,134.0,0.5,0.5,0.5
Box,20.0,0.4,0.2,0.2
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,50.0,0.7,0.3,0.3
Box,20.0,0.4,0.2,0.1
Box,20.0,0.4,0.2,0.2
Box,67.0,0.5,0.3,0.3
Box,15.0,0.4,0.2,0.2
Box,15.0,0.4,0.2,0.2
Box,87.0,1.0,1.0,1.0
Box,1.0,0.1,0.1,0.1
Box,20.0,0.3,0.2,0.2
Box,85.0,0.15,1.0,1.0
Box,41.5,0.813,0.508,0.508
Box,85.0,0.15,1.0,1.0
Box,0.25,0.05,0.05,0.05
Box,41.5,0.813,0.508,0.508
Box,600.0,0.5,0.5,0.5
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,20.0,0.4,0.2,0.2
Box,20.0,0.4,0.2,0.2
Box,3.0,0.3,0.1,0.1
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,112.0,1.0,1.0,1.0
Box,20.0,0.4,0.4,0.4
Box,20.0,0.4,0.4,0.4
Box,2.0,0.2,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,7.44,0.3,0.1,0.1
Box,7.26,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,2.0,0.2,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,17.0,0.25,0.25,0.25
Box,24.0,0.3,0.2,0.2
Box,8.0,0.4,0.1,0.1
Box,1.83,0.1,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,4.0,0.3,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,4.0,0.3,0.1,0.1
Box,150.0,1.0,0.6,0.6
Box,41.5,0.813,0.508,0.508
Box,1.83,0.1,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,1.0,0.1,0.1,0.1
Box,5.0,0.3,0.2,0.2
Box,91.0,0.9,0.7,0.7
Box,5.0,0.3,0.2,0.2
Box,57.0,0.3,0.5,0.5
Box,2.0,0.2,0.1,0.1
Box,5.0,0.3,0.2,0.2
Box,41.5,0.813,0.508,0.508
Box,5.0,0.3,0.2,0.2
Box,0.5,0.03,0.1,0.1
Box,41.5,0.813,0.508,0.508
Box,0.5,0.03,0.1,0.1
Box,0.5,0.03,0.1,0.1
Box,0.5,0.03,0.1,0.1
Box,15.0,0.4,0.2,0.2
Box,15.0,0.4,0.2,0.2
Box,0.5,0.03,0.1,0.1
Box,0.5,0.03,0.1,0.1
Box,0.5,0.03,0.1,0.1
Box,220.0,0.4,0.4,0.4
Box,4.0,0.3,0.1,0.1
Box,60.0,0.5,0.5,0.5
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,200.0,0.3,0.3,0.3
Box,185.0,1.5,1.0,1.0
Box,42.0,1.5,1.0,1.0
Box,12.0,0.3,0.1,0.1
Box,600.0,0.5,0.5,0.5
Box,600.0,0.5,0.5,0.5
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,2.5,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,10.0,0.4,0.2,0.2
Box,5.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,5.0,0.3,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,4.0,0.3,0.1,0.1
Box,30.0,0.4,0.2,0.2
Box,5.07,0.3,0.1,0.1
Box,5.07,0.3,0.1,0.1
Box,10.0,0.4,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,10.0,0.3,0.3,0.3
Box,3.0,0.3,0.1,0.1
Box,15.0,0.3,0.3,0.3
Box,3.0,0.3,0.1,0.1
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Cyl,200.0,1.4,1.4
Box,50.0,0.5,0.5,0.5
Box,20.0,0.4,0.2,0.2
Box,9.75,0.113,0.454,0.454
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,0.25,0.05,0.05,0.05
Box,0.25,0.05,0.05,0.05
Box,0.25,0.05,0.05,0.05
Box,0.25,0.05,0.05,0.05
Box,0.25,0.05,0.05,0.05
Box,0.25,0.05,0.05,0.05
Box,0.25,0.05,0.05,0.05
Box,0.25,0.05,0.05,0.05
Box,0.25,0.05,0.05,0.05
Box,0.25,0.05,0.05,0.05
Box,25.0,0.372,0.24585,0.2517
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,15.0,0.4,0.2,0.2
Box,4.0,0.3,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,220.0,0.4,0.4,0.4
Box,220.0,0.4,0.4,0.4
Box,115.0,1.0,0.9,0.9
Box,41.5,0.813,0.508,0.508
Box,102.0,1.0,0.4,0.4
Box,4.0,0.3,0.1,0.1
Box,74.0,0.6,0.5,0.5
Box,250.0,0.9,0.5,0.5
Box,15.0,0.4,0.2,0.2
Box,4.0,0.3,0.1,0.1
Box,15.0,0.4,0.1,0.1
Box,0.25,0.05,0.05,0.05
Box,0.375,0.075,0.05,0.05
Box,0.25,0.05,0.05,0.05
Box,0.375,0.075,0.05,0.05
Box,10.0,0.3,0.2,0.2
Box,35.0,0.4,0.3,0.3
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,540.0,0.5,0.5,0.5
Box,540.0,0.5,0.5,0.5
Box,10.0,0.4,0.1,0.1
Box,1000.0,0.5,0.5,0.5
Box,1.0,0.1,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,3.0,0.3,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.1,0.1
Box,10.0,0.3,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,2.0,0.2,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,10.0,0.3,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,3.9,0.03,0.3,0.3
Box,32.0,0.8,0.4,0.4
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,0.375,0.1,0.05,0.05
Box,0.375,0.1,0.05,0.05
Box,3.9,0.03,0.3,0.3
Box,3.9,0.03,0.3,0.3
Box,220.0,0.4,0.4,0.4
Box,32.0,0.8,0.4,0.4
Box,200.0,0.3,0.3,0.3
Box,5.0,0.3,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,39.0,0.5,0.3,0.3
Box,50.0,0.5,0.5,0.5
Box,100.0,0.5,0.5,0.5
Box,20.0,0.3,0.2,0.2
Box,74.0,0.6,0.5,0.5
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,5.4,0.3,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,1.0,0.1,0.1,0.1
Box,4.8,0.3,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,15.0,0.4,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,15.0,0.4,0.2,0.2
Box,15.0,0.4,0.2,0.2
Box,5.4,0.3,0.1,0.1
Box,220.0,0.4,0.4,0.4
Box,30.0,0.2,0.5,0.5
Box,100.0,0.5,0.5,0.5
Box,1.0,0.1,0.1,0.1
Box,1.0,0.1,0.1,0.1
Box,10.0,0.3,0.2,0.2
Box,10.0,0.3,0.2,0.2
Box,4.0,0.3,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,4.0,0.3,0.1,0.1
Box,220.0,0.4,0.4,0.4
Box,150.0,1.3,0.8,0.8
Box,74.0,0.6,0.5,0.5
Box,2.0,0.2,0.1,0.1
Box,5.0,0.4,0.1,0.1
Box,15.0,0.3,0.2,0.2
Box,50.0,0.6,0.1,0.1
Box,5.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
Box,3.0,0.3,0.1,0.1
